factory_id,company_name,primary_category,product_keywords,oem_signal,odm_signal,certification_signal,location_signal,mvp_fit,source_url,verification_status,next_action,notes
F273,농업회사법인 (주)에쓰와이푸드,종합 식품 가공,"가공식품,HACCP,종합식품",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"종합 식품가공 품목과 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 종합 식품 가공 업체 공개"
F274,(주)하랑커뮤니티,냉동피자/식빵 제조,"냉동피자,식빵,제과제빵,HACCP",미확인,미확인,HACCP,미확인,B,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&is_sub=y&nature_url=manufacturer&orderBy=3&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"냉동피자·식빵 B2B 후보 확인","팩토리플랫폼 기준 HACCP 냉동피자·식빵 전문 제조업체 공개"
F275,스윗드림 / 브랜드 나나스캔디,수제캔디 제조,"수제캔디,제과제빵,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&is_sub=y&nature_url=manufacturer&orderBy=3&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"캔디류 소량 제조 후보 확인","팩토리플랫폼 기준 HACCP 수제캔디 전문 제조업체 공개"
F276,MISS LEE,디저트 제조,"디저트,제과제빵,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&is_sub=y&nature_url=manufacturer&orderBy=3&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"디저트 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 디저트 전문 제조업체 공개"
F277,포와,수제 디저트 제조,"생초콜릿,휘낭시에,르뱅쿠키,디저트",미확인,미확인,미확인,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&is_sub=y&nature_url=manufacturer&orderBy=3&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"수제 디저트 제조 후보 확인","팩토리플랫폼 기준 생초콜릿·휘낭시에·르뱅쿠키 수제 디저트 제조업체 공개"
F278,(주)키토라푸드,제과제빵/커피 제조,"제과제빵,커피,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"제과제빵 제조 품목 확인","팩토리플랫폼 신규 파트너 기준 HACCP 제과제빵/커피 제조 후보 공개"
F279,헷지 허그 딜레마,제과제빵/커피 제조,"제과제빵,커피,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"제과제빵 제조 품목 확인","팩토리플랫폼 신규 파트너 기준 HACCP 제과제빵/커피 제조 후보 공개"
F280,(주)엠스푸드,제과제빵/커피 제조,"제과제빵,커피,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"제과제빵 제조 품목 확인","팩토리플랫폼 신규 파트너 기준 HACCP 제과제빵/커피 제조 후보 공개"
F281,(주)유라에프에스,육가공/냉동식품 제조,"육가공,냉동식품,HACCP,식자재",미확인,미확인,HACCP,충북 음성,B,https://www.factory-platform.com/manufacturer?code=284&tpf=product%2Fview,플랫폼확인,"육가공 냉동식품 B2B 후보 확인","팩토리플랫폼 상세 기준 최첨단 육가공 냉동식품 생산라인 및 HACCP 공개"
F282,(주)주원,축산물 가공,"축산물,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=11&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"축산물 가공 후보 확인","팩토리플랫폼 기준 HACCP 축산물 가공 후보 공개"
F283,(주)맥우드림육가공,축산물 가공,"축산물,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=11&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"육가공 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 축산물 가공 후보 공개"
F284,(주)씨엔에스테크 / 브랜드 찬솔,분쇄가공육/양념육 OEM/ODM,"분쇄가공육,양념육,수산물,OEM,ODM,HACCP",Y,Y,HACCP,미확인,B,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"양념육·수산물 OEM/ODM 후보 확인","팩토리플랫폼 기준 분쇄가공육·양념육·기타수산물 OEM/ODM 전문 제조업체 공개"
F285,(주)푸디노에프앤디,가공식품 제조,"가공식품,HACCP",미확인,미확인,HACCP,미확인,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=318&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"가공식품 제조 품목과 OEM 가능 여부 확인","팩토리플랫폼 AI 추천 기준 가공식품 제조 후보 공개"
F286,다솜식품,가공식품 제조,"가공식품,HACCP",미확인,미확인,HACCP,미확인,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=318&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"가공식품 제조 품목과 OEM 가능 여부 확인","팩토리플랫폼 AI 추천 기준 가공식품 제조 후보 공개"
F287,GSE푸드,가공식품 제조,"가공식품,HACCP",미확인,미확인,HACCP,미확인,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=318&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"가공식품 제조 품목과 OEM 가능 여부 확인","팩토리플랫폼 AI 추천 기준 가공식품 제조 후보 공개"
F288,타이런트 커피 컴퍼니,원두 로스팅 OEM/ODM,"원두로스팅,커피,OEM,ODM",Y,Y,미확인,인천,B,https://www.factory-platform.com/index.html?locale=ko&return_url=%2Fmanufacturer%3Ftpf%3Dproduct%2Fview%26category_code%3D13%26code%3D320,플랫폼확인,"원두 로스팅 PB/OEM 후보 확인","팩토리플랫폼 상세 기준 원두 로스팅 OEM/ODM 전문 업체 공개"
F289,(주)꼬루인터내셔널,한식 디저트/스낵 OEM,"약과,양갱,정과,조미건어포,스낵,OEM",Y,미확인,HACCP,미확인,B,https://www.factory-platform.com/member/login?board_code=11&code=595&tpf=board%2Fview,플랫폼확인,"한식 디저트·안주류 OEM 후보 확인","팩토리플랫폼 게시글 기준 유통·납품·OEM 가능 HACCP 공장 및 제품 라인업 공개"
F290,코라커피,원두 B2B OEM/ODM,"원두,B2B,커피,OEM,ODM",Y,Y,미확인,경기 포천,B,https://www.factory-platform.com/index.html?locale=ko&return_url=%2Fmanufacturer%3Ftpf%3Dproduct%2Fview%26category_code%3D13%26code%3D456,플랫폼확인,"원두 B2B OEM/ODM 후보 확인","팩토리플랫폼 상세 기준 원두 B2B OEM/ODM 전문 제조업체 공개"
F291,(주)태양E&S,파운드케익 제조,"파운드케익,제과제빵",미확인,미확인,미확인,미확인,C,https://www.factory-platform.com/index.html?locale=ko&return_url=%2Fmanufacturer%3Ftpf%3Dproduct%2Fview%26category_code%3D13%26code%3D125,플랫폼확인,"파운드케익 제조 후보 확인","팩토리플랫폼 상세 기준 파운드케익 전문 제조업체 공개"
F292,다원F&S / 브랜드 장수천,축산물 제조,"축산물,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://factory-platform.com/manufacturer?category_code=11&tpf=product%2Flist,플랫폼확인,"축산물 가공 후보 확인","팩토리플랫폼 신규 파트너 기준 축산물 제조 후보 공개"
F293,주식회사 비젼식품,축산물/가공 제조,"축산물,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://factory-platform.com/manufacturer?category_code=11&tpf=product%2Flist,플랫폼확인,"축산물·가공 제조 후보 확인","팩토리플랫폼 신규 파트너 기준 축산물·가공 제조 후보 공개"
F294,삼초에프앤비,축산물 제조,"축산물,HACCP",미확인,미확인,HACCP,미확인,C,https://factory-platform.com/manufacturer?category_code=11&tpf=product%2Flist,플랫폼확인,"축산물 제조 후보 확인","팩토리플랫폼 신규 파트너 기준 축산물 제조 후보 공개"
F295,이지쿡(주),축산물/소스/가공 제조,"축산물,소스,가공,HACCP",미확인,미확인,HACCP,미확인,B,https://factory-platform.com/manufacturer?category_code=11&tpf=product%2Flist,플랫폼확인,"축산물 소스 HMR 후보 확인","팩토리플랫폼 신규 파트너 기준 축산물·소스·가공 제조 후보 공개"
F296,퍼플랜드,커피 로스팅/파우더 제조,"커피로스팅,파우더,HACCP",미확인,미확인,HACCP,미확인,B,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"커피 파우더·로스팅 후보 확인","팩토리플랫폼 기준 HACCP 커피 로스팅·파우더 전문 제조업체 공개"
F297,(주)디저트스토리,프리미엄 디저트 제조,"수제디저트,제과제빵,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"수제 디저트 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 수제 프리미엄 디저트 전문 제조업체 공개"
F298,(주)ABP홀딩스,베이커리 제조,"베이커리,제과제빵,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"베이커리 제조 후보 확인","팩토리플랫폼 기준 베이커리 전문 제조업체 공개"
F299,(주)굿투베이크,베이커리 제조,"베이커리,제과제빵,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"베이커리 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 베이커리 전문 제조업체 공개"
F300,(주)스마트푸드 / 브랜드 김가네 영웅갈비,양념육 OEM/ODM,"양념육,축산물,OEM,ODM,HACCP",Y,Y,HACCP,미확인,B,https://www.factory-platform.com/manufacturer?category_code=11&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"양념육 OEM/ODM 후보 확인","팩토리플랫폼 기준 HACCP 양념육 OEM/ODM 전문 제조업체 공개"
F301,(주)예길식품,김치 제조,"김치,HACCP,농수산물",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"김치 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 김치 전문 제조업체 공개"
F302,(주)웰빙라이프,농산물 임가공,"농산물세척,건조,분쇄,임가공",미확인,미확인,미확인,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"농산물 세척·건조·분쇄 임가공 후보 확인","팩토리플랫폼 기준 농산물 세척·건조·분쇄 전문 임가공업체 공개"
F303,심플리,고형화 소스 제조,"고추장,액상소스,분말소스,슬라이스고형소스",미확인,미확인,미확인,미확인,B,https://www.factory-platform.com/manufacturer?category_code=14&is_sub=y&nature_url=manufacturer&orderBy=3&page=6&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"고형화 소스·분말소스 후보 확인","팩토리플랫폼 기준 고추장·액상·분말 소스를 슬라이스 고형화 상품으로 제조·납품 가능 업체 공개"
F304,(주)이랜드이츠 부평공장,밀키트/소스 OEM/ODM,"밀키트,소스,OEM,ODM",Y,Y,미확인,미확인,A,https://www.factory-platform.com/manufacturer?category_code=14&is_sub=y&nature_url=manufacturer&orderBy=3&page=6&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"밀키트·소스 OEM/ODM 우선 후보 확인","팩토리플랫폼 기준 밀키트 및 소스 OEM/ODM 전문 제조업체 공개"
F305,주식회사 뉴밀,건강식품 OEM,"건강식품,건강기능식품,OEM,HACCP",Y,미확인,HACCP,미확인,B,https://factory-platform.com/manufacturer?category_code=19&is_sub=y&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"건강식품 OEM 제형·MOQ 확인","팩토리플랫폼 기준 건강식품·건강기능식품 OEM 전문 기업 공개"
F306,농업회사 법인 아람뜰 주식회사,곡물소재/OEM 제조,"곡물원료,혼합곡물분말,침출차,티백,RTD,시즈닝,OEM",Y,미확인,HACCP,미확인,A,https://factory-platform.com/manufacturer?category_code=19&is_sub=y&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"곡물 소재·다품종 소량 OEM 후보 확인","팩토리플랫폼 기준 곡물 원료 가공 및 다품종 소량 맞춤 OEM 대응 가능 공개"
F307,(주)서림원,냉동 밀키트 OEM,"불고기,찌개,탕,떡볶이,파스타,냉동밀키트,OEM",Y,미확인,미확인,미확인,A,https://www.factory-platform.com/manufacturer?category_code=14&is_sub=y&nature_url=manufacturer&orderBy=3&page=5&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"냉동 밀키트 OEM 우선 후보 확인","팩토리플랫폼 기준 불고기·찌개·탕·떡볶이·파스타 등 냉동 밀키트 OEM 전문 제조공장 공개"
F308,삼제이김치,김치 제조,"김치,HACCP,농수산물",미확인,미확인,HACCP,충남,C,https://www.factory-platform.com/manufacturer?category_code=&field=content&is_sub=y&keyword=&nature_url=manufacturer&orderBy=1&page=1&s_area=%EC%B6%A9%EB%82%A8&status=y&tpf=&url=manufacturer,플랫폼확인,"김치 OEM 가능 여부 확인","팩토리플랫폼 충남 제조사 페이지 기준 HACCP 김치 전문 제조업체 공개"
F309,(주)디엠코리아,건강기능/가공/소스 제조,"건강기능음료,가공식품,농수산물,소스,HACCP",미확인,미확인,HACCP,충북 음성,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=1140&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"건강기능·소스 복합 제조 후보 확인","팩토리플랫폼 AI 추천 기준 건강기능/음료·가공·농수산물·소스 제조 후보 공개"
F310,주식회사 한교,냉동면/숙면 제조,"냉동식품,숙면,당면,HACCP",미확인,미확인,HACCP,전북 부안,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=1140&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"냉동면·숙면 제조 후보 확인","팩토리플랫폼 AI 추천 기준 냉동식품 중 면류·숙면·당면 생산 및 HACCP 공개"
F311,정우김치,절임식품/김치 제조,"김치,절임식품,HACCP",미확인,미확인,HACCP,충남 공주,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=82&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"절임식품·김치 후보 확인","팩토리플랫폼 AI 추천 기준 HACCP 절임식품 제조업체 공개"
F312,주식회사24에스이에이,수산물 가공,"오징어채,대구토막,코다리토막,수산물가공",미확인,미확인,미확인,대구,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=82&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"수산물 전처리·가공 후보 확인","팩토리플랫폼 AI 추천 기준 해산물 가공 전문 식품제조업체 공개"
F313,대성에프에스,수산물 가공,"냉동연체류,수산물가공,HACCP",미확인,미확인,HACCP,충북 청주,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=82&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"냉동 수산물 가공 후보 확인","팩토리플랫폼 AI 추천 기준 기타수산물가공품 중 냉동연체류 제조업체 공개"
F314,닥터케이바이오,소량 OEM 제조,"즉석조리식품,소량생산,OEM,HACCP",Y,미확인,HACCP,미확인,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=417&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"소규모 업체용 소량 OEM 후보 확인","팩토리플랫폼 AI 추천 기준 소규모 업체를 위한 소량 생산 가능 OEM 전문 제조기업 공개"
F315,SL&C센트럴키친,냉동식품 제조,"냉동식품,HACCP,센트럴키친",미확인,미확인,HACCP,서울 서초,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=465&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"냉동식품 센트럴키친 후보 확인","팩토리플랫폼 AI 추천 기준 냉동식품 전문 제조업체 및 HACCP 공개"
F316,(주)요리비,수제돈까스 제조,"수제돈까스,축산물,소스,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=14&is_sub=y&nature_url=manufacturer&orderBy=3&page=5&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"돈까스 HMR 후보 확인","팩토리플랫폼 기준 HACCP 프리미엄 수제돈까스 제조업체 공개"
F317,주식회사 아이두비,쌀눈/현미밥 가공,"쌀눈,현미밥,가공식품,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=14&is_sub=y&nature_url=manufacturer&orderBy=3&page=5&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"곡물 기반 스낵·밥류 후보 확인","팩토리플랫폼 기준 쌀눈을 활용한 현미밥 가공 업체 공개"
F318,(주)세움바이오텍,건강기능/분말 제형 제조,"대환,소환,과립,분말,정제,하드캡슐,스틱포,파우치",미확인,미확인,미확인,미확인,B,https://www.factory-platform.com/manufacturer?category_code=&field=content&is_sub=y&keyword=&nature_url=manufacturer&orderBy=3&page=17&s_area=&status=y&tpf=&url=manufacturer,플랫폼확인,"환·과립·분말·캡슐 제형 후보 확인","팩토리플랫폼 기준 건강기능/음료 제형과 스틱포·파우치 포장 공개"
F319,채움에프앤비 농업회사법인(주),건강기능/음료 제조,"건강기능음료,건강식품",미확인,미확인,미확인,미확인,C,https://factory-platform.com/manufacturer?category_code=15&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"건강기능/음료 품목 확인","팩토리플랫폼 신규 파트너 기준 건강기능/음료 제조 후보 공개"
F320,농업회사법인 한신식품,농수산물 제조,"농수산물,가공식품",미확인,미확인,미확인,미확인,C,https://www.factory-platform.com/manufacturer?category_code=&is_sub=y&nature_url=manufacturer&orderBy=3&page=16&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"농수산물 가공 품목 확인","팩토리플랫폼 신규 파트너 기준 농수산물 제조 후보 공개"
F321,(주)진어전가마보꼬,어묵/수산가공 제조,"어묵,수산가공,농수산물,가공",미확인,미확인,미확인,미확인,C,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"어묵·수산가공 후보 확인","팩토리플랫폼 신규 파트너 기준 농수산물·가공 제조 후보 공개"
F322,(주)자연애,농수산물 가공,"농수산물,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"농수산물 가공 후보 확인","팩토리플랫폼 신규 파트너 기준 농수산물·가공 제조 후보 공개"
F323,(주)다인팩토리,떡볶이/양념육 제조,"떡볶이,양념육,HACCP",미확인,미확인,HACCP,미확인,B,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"떡볶이·양념육 HMR 후보 확인","팩토리플랫폼 기준 HACCP 떡볶이 및 양념육 전문 제조업체 공개"
F324,(주)다담,식육추출/소스 가공,"식육추출,소스,가공,HACCP",미확인,미확인,HACCP,미확인,B,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"식육추출 소스·육수 후보 확인","팩토리플랫폼 기준 HACCP 식육 추출 전문 가공업체 공개"
F325,비비드 이츠,쭈꾸미볶음 밀키트 제조,"쭈꾸미볶음,밀키트,HACCP",미확인,미확인,HACCP,미확인,B,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"수산 밀키트 후보 확인","팩토리플랫폼 기준 HACCP 쭈꾸미볶음 밀키트 전문 제조업체 공개"
F326,(주)청안푸드 / 브랜드 무친놈,수산물 무침/젓갈 제조,"수산물무침,젓갈류,임가공,HACCP",미확인,미확인,HACCP,미확인,B,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"젓갈·수산물 무침 후보 확인","팩토리플랫폼 기준 HACCP 수산물 무침 및 젓갈류 전문 제조업체 공개"
F327,(주)잇마플,질환자 도시락 제조,"질환자도시락,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"특수식·도시락 제조 후보 확인","팩토리플랫폼 기준 HACCP 질환자 도시락 전문 제조업체 공개"
F328,(주)담다식품,수산물 훈제/김치 제조,"수산물훈제,김치,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=14&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"수산물 훈제·김치 후보 확인","팩토리플랫폼 기준 HACCP 수산물 훈제 및 김치 전문 제조업체 공개"
F329,(주)러블리강정,견과류 강정/에너지바 제조,"견과류강정,에너지바,HACCP",미확인,미확인,HACCP,미확인,A,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"저당·고단백 바 Case 001 후보 확인","팩토리플랫폼 기준 HACCP 견과류 강정 및 에너지바 전문 제조업체 공개"
F330,(주)개미식품,곡물과자 제조,"크리스피롤,곡물과자,HACCP",미확인,미확인,HACCP,미확인,A,https://www.factory-platform.com/manufacturer?NaPm=ct%3Dmd3suhpl%7Cci%3DER610b51b2-6113-11f0-92f0-0aca1d163bde%7Ctr%3Dsa%7Chk%3D63c24212dca7f76ab049a066e24f22bb5d7efa0f%7Cnacn%3DSoXQBsQSuk5K&category_code=13&nature_url=manufacturer&orderBy=3&page=2&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"곡물 스낵 Case 001 후보 확인","팩토리플랫폼 기준 HACCP 크리스피롤 곡물과자 제조업체 공개"
